Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
Prosecco Treviso Brut N.V.,Italy,Prosecco di Treviso,Le Contesse,3.8,863,9.25,N.V.
Prosecco Extra Dry Collezione N.V.,Italy,Prosecco,Riondo,3.7,881,6.99,N.V.
Franciacorta Cuvée Blanc de Blancs Brut N.V.,Italy,Franciacorta,Monogram,3.7,894,18.75,N.V.
1851 Brut N.V.,France,Saumur,Bouvet-Ladubay,3.6,894,10.5,N.V.
Riesling Brut 2016,Germany,Pfalz,Reichsrat von Buhl,3.9,897,14.9,2016
Vintage Brut Champagne 2008,France,Champagne,Veuve Clicquot,4.2,899,71.69,2008
Cava Gran Reserva Brut Nature Reserva de la Familia 2016,Spain,Cava,Juvé & Camps,4.0,908,16.48,2016
Rosé Brut Champagne (Vintage) 2013,France,Champagne,Louis Roederer,4.2,913,62.9,2013
Blanc de Blancs Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Paul Goerg,3.9,915,34.29,N.V.
Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Prosecco di Treviso,Val d'Oca,3.7,921,11.6,N.V.
Grüner Veltliner Brut N.V.,Austria,Niederösterreich,Szigeti,3.8,928,12.87,N.V.
Quartese Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,3.7,935,10.99,N.V.
Argeo Prosecco Brut N.V.,Italy,Prosecco di Treviso,Ruggeri,3.6,952,9.89,N.V.
Maximum Rosé N.V.,Italy,Trento,Ferrari,3.9,957,23.99,N.V.
Brut N.V.,Italy,Trentino-Alto Adige,Arunda,3.7,958,19.8,N.V.
Blanc de Blancs Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Marc Hébrart,4.1,958,31.5,N.V.
Frizzante Rosè N.V.,Italy,Veneto,Villa Teresa,3.9,965,7.2,N.V.
Otello 1813 Nero di Lambrusco 2015,Italy,Emilia,Ceci,4.0,974,14.9,2015
Franciacorta Cuvée Prestige Rosé N.V.,Italy,Franciacorta,Ca' del Bosco,4.0,982,38.9,N.V.
Sèlection Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Marc Hébrart,4.1,998,33.0,N.V.
Cava Extremarium de Mont Marçal Reserva Brut N.V.,Spain,Cava,Mont Marçal,3.6,1003,10.95,N.V.
Brut Apanage Prestige Champagne N.V.,France,Champagne,Pommery,4.1,1008,65.49,N.V.
Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Bepin de Eto,3.8,1009,10.85,N.V.
Sparkling Angel Brut N.V.,Chile,Central Valley,Montes,3.6,1009,18.5,N.V.
Cuvée Essentiel Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.9,1016,42.99,N.V.
Gold White N.V.,Italy,Oltrepò Pavese,Bottega,3.7,1016,22.5,N.V.
Roös Brut N.V.,Italy,Veneto,Foss Marai,3.8,1020,14.0,N.V.
Cuvée de Reserve Brut Champagne N.V.,France,Champagne,Gallimard Père & Fils,4.1,1023,55.0,N.V.
Blanc de Blancs Reserva N.V.,Spain,Cava,Anna de Codorniu,3.7,1033,16.32,N.V.
Rosé Brut Champagne (Vintage) 2011,France,Champagne,Louis Roederer,4.3,1033,62.9,2011
Surfine Cuvée Brut N.V.,Italy,Veneto,Foss Marai,3.7,1034,12.7,N.V.
Brut Rosé N.V.,Austria,Niederösterreich,Weingut Bründlmayer,4.0,1034,23.66,N.V.
Brut Classique N.V.,South Africa,Stellenbosch,L'Ormarins,3.8,1035,17.49,N.V.
Casa di Malia Prosecco (Organic) N.V.,Italy,Prosecco,Botter,3.8,1041,9.71,N.V.
Blanc de Blancs Brut Champagne N.V.,France,Champagne,Bruno Paillard,4.3,1051,64.95,N.V.
Cava Brut Rosé N.V.,Spain,Cava,Castillo Perelada,3.5,1062,12.9,N.V.
Brut Millésimé Champagne 2006,France,Champagne,Laurent-Perrier,4.2,1074,54.0,2006
Brut Grand Millesimé Champagne 2006,France,Champagne,Gosset,4.2,1086,67.5,2006
Les Folies de la Marquetterie Champagne N.V.,France,Champagne,Taittinger,4.1,1087,64.27,N.V.
Filanda Rosé Brut Millesimato Riserva N.V.,Italy,Oltrepò Pavese,Bortolomiol,3.9,1114,14.88,N.V.
Pinot Noir Brut Nature Rosé Champagne N.V.,France,Champagne,Drappier,4.0,1115,36.79,N.V.
Blanc de Blancs N.V.,Italy,Franciacorta,Montenisa,3.8,1120,32.07,N.V.
Origine Brut Champagne N.V.,France,Champagne,Mandois,3.8,1125,28.45,N.V.
Crémant de Bourgogne Brut Blanc de Blancs N.V.,France,Crémant de Bourgogne,Cave de Lugny,3.6,1126,11.85,N.V.
Il Fresco Blanc de Blancs Brut N.V.,Italy,Veneto,Villa Sandi,3.5,1134,6.9,N.V.
Prosecco Treviso Extra Dry N.V.,Italy,Prosecco di Treviso,Val d'Oca,3.5,1155,8.68,N.V.
Essentiel Cuvée Réservée Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.9,1158,46.01,N.V.
Vivo Blu N.V.,Italy,Veneto,Mionetto,3.5,1163,8.39,N.V.
Valdobbiadene Prosecco Superiore Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Borgo Molino,3.7,1164,13.4,N.V.
Crémant de Loire Brut Blanc N.V.,France,Crémant de Loire,Monmousseau,3.6,1165,12.9,N.V.
'Giulio Ferrari' Riserva del Fondatore 2007,Italy,Trento,Ferrari,4.6,1191,122.27,2007
Prosecco Treviso Extra Dry N.V.,Italy,Prosecco di Treviso,Montelliana,3.7,1194,8.5,N.V.
Excellence Brut Rosé N.V.,France,Loire Valley,Bouvet-Ladubay,3.8,1204,12.0,N.V.
Concerto Lambrusco Reggiano 2017,Italy,Reggiano,Medici Ermete,3.7,1204,10.67,2017
Strada di Guia 109 Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Foss Marai,3.8,1231,13.72,N.V.
La Grande Année Brut Champagne 2008,France,Champagne,Bollinger,4.5,1237,121.15,2008
Flamingo Brut Rosé N.V.,Italy,Franciacorta,Monte Rossa,3.8,1242,27.9,N.V.
Franciacorta Brut N.V.,Italy,Franciacorta,Ricci Curbastro,3.8,1247,23.0,N.V.
Rosé de Saignée Champagne Premier Cru N.V.,France,Champagne Premier Cru,Larmandier-Bernier,4.1,1251,67.5,N.V.
Grande Reserve Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,J.M. Gobillard & Fils,3.9,1254,31.95,N.V.
Prosecco N.V.,Italy,Prosecco,Canella,3.6,1266,10.18,N.V.
Prosecco Treviso Extra Dry N.V.,Italy,Prosecco di Treviso,Viticoltori Ponte,3.6,1272,8.9,N.V.
Blanc de Blancs Brut Champagne Grand Cru 'Aÿ' N.V.,France,Champagne Grand Cru 'Aÿ',Lallier,4.0,1306,55.05,N.V.
Brut Champagne (Extra Cuvée de Réserve) 2012,France,Champagne,Pol Roger,4.4,1315,60.44,2012
Rive di San Pietro di Barbozza Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Val d'Oca,3.9,1322,12.9,N.V.
Cava Brut Rosado N.V.,Spain,Cava,Segura Viudas,3.5,1333,9.5,N.V.
Rosé Champagne N.V.,France,Champagne,Barons de Rothschild (Lafite),4.1,1348,65.38,N.V.
Quartet Brut N.V.,United States,Anderson Valley,Roederer Estate,3.7,1354,34.9,N.V.
Perle Rosée Brut Champagne N.V.,France,Champagne,Alexandre Bonnet,3.6,1356,36.85,N.V.
Demi-Sec N.V.,Italy,Trento,Ferrari,3.7,1362,23.87,N.V.
Crémant de Loire Brut N.V.,France,Crémant de Loire,De Chanceny,3.7,1370,11.95,N.V.
Prosecco N.V.,Italy,Prosecco,Villa Teresa,3.8,1396,7.6,N.V.
Brut Rosé Champagne 2006,France,Champagne,Dom Pérignon,4.6,1414,315.0,2006
Moxxe Pinot Grigio - Verduzzo N.V.,Italy,Valpolicella,Masi,3.6,1424,15.2,N.V.
Cuvée Sublime Demi-Sec Champagne N.V.,France,Champagne,Piper-Heidsieck,4.0,1434,39.99,N.V.
Blanc de Blancs Brut Champagne Grand Cru 'Chouilly' N.V.,France,Champagne Grand Cru 'Chouilly',Legras & Haas,4.0,1435,41.93,N.V.
Arte Tradicional Brut Espumante 2017,Brazil,Vale dos Vinhedos,Casa Valduga,3.8,1440,13.47,2017
Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Autréau de Champillon,3.9,1459,23.9,N.V.
Asti N.V.,Italy,Asti,Acquesi,3.9,1487,7.96,N.V.
Grande Réserve Brut Champagne N.V.,France,Champagne,Veuve A. Devaux,3.8,1490,29.9,N.V.
Tresor Brut N.V.,France,Saumur,Bouvet-Ladubay,3.8,1508,16.2,N.V.
Cava Reserva Brut N.V.,Spain,Cava,Mont Marçal,3.6,1510,7.75,N.V.
Cava Barcelona Brut Reserva N.V.,Spain,Cava,Vilarnau,3.7,1513,11.98,N.V.
Il Soller Prosecco di Valdobbiadene Superiore Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Marsuret,3.8,1525,10.9,N.V.
Cuvée No 741 Extra Brut Champagne N.V.,France,Champagne,Jacquesson,4.1,1533,49.95,N.V.
Tradition Brut Champagne N.V.,France,Champagne,J.M. Gobillard & Fils,3.9,1540,28.95,N.V.
Cremant d'Alsace Cuvée Prestige N.V.,France,Crémant d'Alsace,René Muré,3.8,1549,15.9,N.V.
Carte Blanche Champagne (Demi-Sec) N.V.,France,Champagne,Louis Roederer,4.1,1615,44.74,N.V.
Brut Reserva N.V.,Spain,Cava,Vilarnau,3.5,1641,11.08,N.V.
Prosecco Treviso N.V.,Italy,Prosecco di Treviso,Cecilia Beretta,3.8,1673,11.8,N.V.
Gold Rosé N.V.,Italy,Oltrepò Pavese,Bottega,3.7,1679,20.5,N.V.
Cuvée 28+ Brut N.V.,Italy,Trento,Rotari,3.6,1692,13.15,N.V.
Crémant de Loire L'Extra N.V.,France,Crémant de Loire,Langlois-Chateau,3.8,1711,13.3,N.V.
Crémant d'Alsace Cuvée Julien Brut N.V.,France,Crémant d'Alsace,Dopff au Moulin,3.6,1737,13.95,N.V.
Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Col Vetoraz,3.8,1767,12.5,N.V.
Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Bepin de Eto,3.9,1772,10.5,N.V.
Méthode Cap Classique Rosé N.V.,South Africa,Western Cape,Pongrácz,3.7,1777,15.5,N.V.
Prosecco Treviso Extra Dry N.V.,Italy,Prosecco di Treviso,Le Contesse,3.7,1778,7.55,N.V.
Grande Rosé N.V.,France,Champagne,Montaudon,3.9,1779,24.99,N.V.
Demi-Sec Champagne N.V.,France,Champagne,Taittinger,4.2,1814,47.18,N.V.
Brut Rosé N.V.,Italy,Trento,Rotari,3.4,1830,9.75,N.V.
Brut Champagne 2004,France,Champagne,Krug,4.6,1853,229.0,2004
Prosecco Valdobbiadene Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Villa Sandi,3.8,1861,10.5,N.V.
Grand Blanc de Blancs Brut Champagne N.V.,France,Champagne,Gosset,4.1,1874,50.69,N.V.
Reserve Rosé Champagne N.V.,France,Champagne,Charles Heidsieck,4.1,1884,62.69,N.V.
Extra Age Brut Champagne N.V.,France,Champagne,Lanson,4.2,1915,49.95,N.V.
Prosecco Extra Dry Spumante N.V.,Italy,Prosecco di Treviso,Valdo,3.6,1922,7.5,N.V.
Sparkling Rosé N.V.,Italy,Vino d'Italia,Ruffino,3.7,1944,16.54,N.V.
Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Nino Franco,3.7,1996,13.9,N.V.
Prosecco Brut N.V.,Italy,Prosecco,Maschio,3.6,2034,10.01,N.V.
Ultra Brut Champagne (Brut Nature) N.V.,France,Champagne,Laurent-Perrier,4.1,2051,62.4,N.V.
Cava Carta Nevada Premium Semi Dry (Semi-Seco) N.V.,Spain,Catalunya,Freixenet,3.6,2058,8.49,N.V.
Brut Nature Champagne (Philippe Starck) 2009,France,Champagne,Louis Roederer,4.2,2074,79.9,2009
Crémant d'Alsace Brut Millésime N.V.,France,Crémant d'Alsace,Arthur Metz,3.6,2090,12.19,N.V.
Excellence Brut Crémant de Loire N.V.,France,Crémant de Loire,Bouvet-Ladubay,3.8,2115,11.0,N.V.
Z Prosecco Brut N.V.,Italy,Prosecco,Zardetto,3.6,2128,9.5,N.V.
Prosecco Conegliano Valdobbiadene Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Cecilia Beretta,3.8,2161,14.32,N.V.
Blanc de Noirs Brut Champagne N.V.,France,Champagne,Fleury,4.0,2181,40.95,N.V.
Cuvée dei Frati Brut N.V.,Italy,Lombardia,Cà dei Frati,3.8,2239,16.88,N.V.
Brut Rosé (Pink) N.V.,Spain,Cava,Anna de Codorniu,3.6,2298,12.89,N.V.
Cava Gran Cuvée Reserva N.V.,Spain,Cava,Segura Viudas,3.8,2313,15.65,N.V.
Comtes de Champagne Blanc de Blancs 2007,France,Champagne,Taittinger,4.5,2326,157.81,2007
Rosé N.V.,Italy,Trento,Ferrari,3.8,2350,21.8,N.V.
Brut Rosé Champagne N.V.,France,Champagne,Krug,4.6,2376,299.0,N.V.
Cristal Brut Champagne (Millésimé) 2005,France,Champagne,Louis Roederer,4.6,2385,251.23,2005
Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Jeio,3.6,2408,15.43,N.V.
Crémant de Loire Rosé Brut N.V.,France,Crémant de Loire,De Chanceny,3.8,2442,11.95,N.V.
Cuvée de l'Écusson Brut N.V.,Luxembourg,Moselle,Bernard-Massard,3.7,2444,17.1,N.V.
Franciacorta Satén N.V.,Italy,Franciacorta,Ca' del Bosco,4.2,2444,44.0,N.V.
Famiglia dal 1908 Prosecco N.V.,Italy,Prosecco,Cielo e Terra,3.7,2458,5.99,N.V.
Cuvée William Deutz Millesimé Brut Champagne N.V.,France,Champagne,Deutz,4.4,2496,130.0,N.V.
Cristal Brut Champagne (Millésimé) 2002,France,Champagne,Louis Roederer,4.7,2607,363.75,2002
Prosecco Treviso Extra Dry N.V.,Italy,Prosecco di Treviso,Maschio dei Cavalieri,3.6,2617,10.29,N.V.
Franciacorta Rosé N.V.,Italy,Franciacorta,Contadi Castaldi,3.8,2649,19.9,N.V.
Rare Brut Champagne (Millesimé) 2002,France,Champagne,Piper-Heidsieck,4.5,2674,202.01,2002
Riesling Brut N.V.,Germany,Pfalz,Reichsrat von Buhl,3.8,2693,15.5,N.V.
7 Crus Brut Champagne Grand Cru 'Avize' N.V.,France,Champagne Grand Cru 'Avize',Agrapart & Fils,4.1,2700,45.72,N.V.
Cristal Brut Champagne (Millésimé) 2008,France,Champagne,Louis Roederer,4.6,2729,237.65,2008
Grand Vintage Brut Champagne 2009,France,Champagne,Moët & Chandon,4.2,2737,67.29,2009
Cuvée Brut Champagne N.V.,France,Champagne,Jeanmaire,3.5,2739,25.97,N.V.
Brut Champagne N.V.,France,Champagne,Besserat de Bellefon,4.0,2752,29.9,N.V.
Cuvée Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.9,2781,44.54,N.V.
1754 Prosecco N.V.,Italy,Prosecco,Casa Defrà,3.8,2789,11.65,N.V.
Grande Réserve Brut Champagne N.V.,France,Champagne,Baron-Fuenté,3.8,2818,21.5,N.V.
Brut Grand Rosé Champagne N.V.,France,Champagne,Gosset,4.1,2820,33.0,N.V.
Nocturne Champagne (Sec) N.V.,France,Champagne,Taittinger,4.1,2829,52.73,N.V.
Sur Lie Nature N.V.,Brazil,Rio Grande do Sul,Casa Valduga,4.1,2837,16.61,N.V.
Prima Cuvée Brut N.V.,Italy,Franciacorta,Monte Rossa,3.8,2861,23.3,N.V.
Bosco di Gica Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Adami,3.8,2889,12.9,N.V.
Cristal Brut Champagne (Millésimé) 2007,France,Champagne,Louis Roederer,4.6,2949,223.23,2007
Corderie Prosecco Valdobbiadene Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Astoria,3.6,2955,10.3,N.V.
Cava Pinot Noir Rosé Brut N.V.,Spain,Cava,Juvé & Camps,3.7,2992,15.98,N.V.
Crede Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,3.8,3011,19.43,N.V.
La Grande Année Brut Champagne 2007,France,Champagne,Bollinger,4.4,3047,119.0,2007
Giall'Oro Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,3.9,3084,10.89,N.V.
Valdobbiadene Prosecco Superiore Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Col Vetoraz,3.9,3088,12.5,N.V.
Bandarossa Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Bortolomiol,3.9,3121,14.9,N.V.
Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' N.V.,France,Champagne Grand Cru 'Avize',Agrapart & Fils,4.2,3170,57.0,N.V.
Blanc de Blancs Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,Billecart-Salmon,4.3,3206,59.8,N.V.
Strada di Guia 109 Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Foss Marai,3.9,3281,13.72,N.V.
Blanc de Blancs Brut Champagne (Vintage) N.V.,France,Champagne,Louis Roederer,4.2,3338,69.95,N.V.
Brut N.V.,United States,Puget Sound,Domaine Ste. Michelle,3.6,3360,13.9,N.V.
Franciacorta Brut N.V.,Italy,Lombardia,Ferghettina,3.8,3417,29.35,N.V.
Brut Rosé N.V.,France,Beaune,Veuve du Vernay,3.7,3418,8.64,N.V.
Longitude Blanc de Blancs Champagne Premier Cru N.V.,France,Champagne Premier Cru,Larmandier-Bernier,4.1,3575,48.5,N.V.
Grand Cordon Brut Champagne N.V.,France,Champagne,G.H. Mumm,3.9,3582,36.0,N.V.
Asti Dolce N.V.,Italy,Asti,Fontanafredda,3.7,4127,16.5,N.V.
Prestige Collection Extra Dry Prosecco Treviso N.V.,Italy,Prosecco di Treviso,Mionetto,3.6,4135,10.89,N.V.
Brut Rosé (Rose Label) Champagne N.V.,France,Champagne,Lanson,3.9,4143,34.95,N.V.
Brut (Chardonnay - Pinot Noir) N.V.,South Africa,Robertson,Graham Beck,3.8,4214,16.9,N.V.
Brut Tradition Champagne Grand Cru 'Ambonnay' N.V.,France,Champagne Grand Cru 'Ambonnay',Egly-Ouriet,4.3,4301,73.0,N.V.
Cava Brut Reserva N.V.,Spain,Cava,Castillo Perelada,3.5,4329,12.5,N.V.
Blanc de Blancs Cuvée Cuis Brut Champagne 1er Cru N.V.,France,Champagne Premier Cru,Pierre Gimonnet & Fils,4.0,4381,29.9,N.V.
Comtes de Champagne Blanc de Blancs 2006,France,Champagne,Taittinger,4.5,4438,145.19,2006
Prélude Grands Crus Brut Champagne N.V.,France,Champagne,Taittinger,4.2,4540,57.15,N.V.
Grande Réserve Brut Champagne N.V.,France,Champagne,Alexandre Bonnet,3.8,4551,32.95,N.V.
Cava Brut Reserva N.V.,Spain,Cava,Segura Viudas,3.6,4627,9.25,N.V.
Gold N.V.,Italy,Veneto,Bottega,3.7,4683,20.5,N.V.
Blanc de Blancs Brut N.V.,Spain,Cava,Anna de Codorniu,3.6,4688,11.99,N.V.
Alma Cuvée Brut N.V.,Italy,Franciacorta,Bellavista,3.9,4736,27.9,N.V.
La Cuvée Brut Champagne N.V.,France,Champagne,Laurent-Perrier,4.0,4740,37.4,N.V.
Prosecco N.V.,Italy,Prosecco,Albino Armani,3.8,4800,11.95,N.V.
Rosé Sauvage Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.8,4846,45.49,N.V.
Prestige Rosé Brut Champagne N.V.,France,Champagne,Taittinger,4.1,4847,48.64,N.V.
Prosecco Cuvée 1821 N.V.,Italy,Prosecco,Zonin,3.7,4948,8.59,N.V.
Brut Champagne (Cuvée Royale) N.V.,France,Champagne,Joseph Perrier,3.8,4982,35.0,N.V.
Demi-Sec Champagne N.V.,France,Champagne,Veuve Clicquot,4.3,5006,51.49,N.V.
Cava Brut Selección N.V.,Spain,Cava,Villa Conchi,3.7,5059,8.99,N.V.
Petalo Moscato Il Vino Dell'Amore N.V.,Italy,Veneto,Bottega,3.9,5095,12.79,N.V.
Prosecco Il Fresco Spumante N.V.,Italy,Prosecco di Treviso,Villa Sandi,3.6,5148,9.36,N.V.
Rosé Brut Champagne N.V.,France,Champagne,Deutz,4.1,5236,47.9,N.V.
Trocken Dry-Sec N.V.,Germany,German Wine,Henkell,3.3,5677,7.89,N.V.
Pinot Noir Brut Nature Champagne N.V.,France,Champagne,Drappier,4.1,5708,32.99,N.V.
Rustico Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Nino Franco,3.8,5865,12.5,N.V.
Maximum Brut N.V.,Italy,Trento,Ferrari,3.8,5937,19.7,N.V.
Méthode Cap Classique Pinot Noir - Chardonnay Brut N.V.,South Africa,Western Cape,Pongrácz,3.7,6078,13.9,N.V.
Grand Siècle Champagne (Grande Cuvée) N.V.,France,Champagne,Laurent-Perrier,4.5,6095,149.9,N.V.
Brut Champagne N.V.,France,Champagne,Barons de Rothschild (Lafite),4.1,6170,44.29,N.V.
Aimery Crémant de Limoux Grande Cuvée 1531 N.V.,France,Crémant de Limoux,Sieur d'Arques,3.8,6245,10.85,N.V.
Prosecco N.V.,Italy,Prosecco,Zonin,3.5,6293,5.75,N.V.
Première Cuvée Brut Champagne N.V.,France,Champagne,Bruno Paillard,4.1,6392,39.95,N.V.
Blue Top Brut Champagne N.V.,France,Champagne,Heidsieck & Co. Monopole,3.7,6481,29.79,N.V.
Brut Champagne N.V.,France,Champagne,Montaudon,3.9,6569,19.99,N.V.
Mosaïque Brut Champagne N.V.,France,Champagne,Jacquart,3.8,6753,26.99,N.V.
Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Santa Margherita,3.7,6835,11.29,N.V.
Cuvée 18 Prosecco Frizzante (Spago Nero) N.V.,Italy,Prosecco,Riondo,3.9,6873,6.5,N.V.
Prestige Collection Brut Prosecco Treviso N.V.,Italy,Prosecco di Treviso,Mionetto,3.6,7378,10.69,N.V.
Grande Réserve Brut Champagne N.V.,France,Champagne,Gosset,4.1,7496,32.5,N.V.
Blason Rosé Brut Champagne N.V.,France,Champagne,Perrier-Jouët,4.2,7569,55.0,N.V.
Carte d'Or Brut Champagne N.V.,France,Champagne,Drappier,3.9,7787,29.79,N.V.
Alma Gran Cuvée Brut N.V.,Italy,Franciacorta,Bellavista,3.9,7950,25.25,N.V.
Rosé Brut Champagne N.V.,France,Champagne,Bollinger,4.2,8025,69.5,N.V.
Brut Champagne 2008,France,Champagne,Dom Pérignon,4.6,8349,170.59,2008
Valdobbiadene Prosecco Superiore Millesimato Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ca'Val,3.5,8371,13.95,N.V.
Prosecco Superiore Conegliano Valdobbiadene Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Carpenè Malvolti,3.7,8439,12.29,N.V.
Prosecco N.V.,Italy,Prosecco,Ruffino,3.7,8695,16.54,N.V.
Rosé Brut Champagne (Vintage) N.V.,France,Champagne,Louis Roederer,4.2,8770,63.95,N.V.
Cava Reserva Heredad Brut N.V.,Spain,Cava,Segura Viudas,3.9,10697,32.19,N.V.
Ice Impérial (Demi-Sec) Champagne N.V.,France,Champagne,Moët & Chandon,4.2,10963,57.0,N.V.
Brut Rosé Champagne N.V.,France,Champagne,Ruinart,4.3,11756,63.28,N.V.
Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.9,11839,37.82,N.V.
Belle Epoque Brut Champagne N.V.,France,Champagne,Perrier-Jouët,4.5,12146,152.39,N.V.
Brut Réserve Champagne N.V.,France,Champagne,Charles Heidsieck,4.1,12493,51.49,N.V.
Prosecco Valdobbiadene Superiore Marca Oro N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Valdo,3.7,12610,7.95,N.V.
Black Label Champagne Brut N.V.,France,Champagne,Lanson,3.8,13652,33.5,N.V.
Brut Rosé Champagne N.V.,France,Champagne,Billecart-Salmon,4.4,13969,59.0,N.V.
Brut Rosé Champagne N.V.,France,Champagne,Veuve Clicquot,4.3,14193,53.9,N.V.
Brut (R de Ruinart) Champagne N.V.,France,Champagne,Ruinart,4.2,14475,47.44,N.V.
Trento Brut N.V.,Italy,Trento,Ferrari,3.7,15719,19.45,N.V.
Grande Cuvée Brut Champagne N.V.,France,Champagne,Krug,4.6,16160,189.0,N.V.
Classic Brut Champagne N.V.,France,Champagne,Deutz,4.0,16690,39.5,N.V.
Brut Réserve Champagne N.V.,France,Champagne,Billecart-Salmon,4.2,17403,38.41,N.V.
Royal Brut Champagne N.V.,France,Champagne,Pommery,3.9,17671,37.89,N.V.
Franciacorta Cuvée Prestige N.V.,Italy,Franciacorta,Ca' del Bosco,4.1,19311,26.09,N.V.
Réserve Brut Champagne N.V.,France,Champagne,Pol Roger,4.2,20136,38.5,N.V.
Blanc de Blancs Brut Champagne N.V.,France,Champagne,Ruinart,4.4,21106,63.28,N.V.
(Cordon Rouge) Brut Champagne N.V.,France,Champagne,G.H. Mumm,3.9,21726,37.69,N.V.
Impérial Rosé Brut Champagne N.V.,France,Champagne,Moët & Chandon,4.1,22557,48.66,N.V.
Brut Cuvée Champagne Rosé N.V.,France,Champagne,Laurent-Perrier,4.3,23316,69.0,N.V.
Grand Brut Champagne N.V.,France,Champagne Grand Cru,Perrier-Jouët,4.1,26726,43.69,N.V.
Brut (Réserve) Champagne N.V.,France,Champagne,Taittinger,4.1,30090,35.9,N.V.
Special Cuvée Brut Aÿ Champagne N.V.,France,Champagne,Bollinger,4.2,37765,46.0,N.V.
Brut Premier Champagne N.V.,France,Champagne Premier Cru,Louis Roederer,4.2,40004,36.48,N.V.
Impérial Brut Champagne N.V.,France,Champagne,Moët & Chandon,4.1,76037,40.61,N.V.
Brut (Carte Jaune) Champagne N.V.,France,Champagne,Veuve Clicquot,4.2,86839,43.6,N.V.
Brut Champagne N.V.,France,Champagne,Dom Pérignon,4.6,94287,170.0,N.V.
